0.073,32.227,5,5120,9,9216
0.037,44.077,5,5120,5,5120
0.075,28.212,5,5120,7,7168
0.065,35.860,5,5120,6,6144
0.044,15.416,9,9216,10,10240
0.044,55.543,6,6144,7,7168
0.037,31.306,10,10240,10,10240
0.048,40.939,6,6144,9,9216
0.072,74.032,6,6144,6,6144
0.015,67.389,9,9216,10,10240
0.066,17.129,7,7168,10,10240
0.046,81.721,9,9216,5,5120
0.006,15.499,6,6144,8,8192
0.064,78.680,6,6144,7,7168
0.026,26.779,7,7168,9,9216
0.011,84.622,9,9216,9,9216
0.071,51.202,8,8192,10,10240
0.071,29.740,5,5120,5,5120
0.022,31.128,7,7168,8,8192
0.028,34.298,7,7168,10,10240
0.031,85.870,9,9216,8,8192
0.000,48.732,6,6144,8,8192
0.081,26.932,6,6144,5,5120
0.006,81.517,10,10240,5,5120
0.043,63.102,5,5120,10,10240
0.028,84.183,6,6144,5,5120
0.065,56.499,8,8192,8,8192
0.028,12.481,8,8192,8,8192
0.058,72.872,6,6144,5,5120
0.085,66.407,10,10240,7,7168
0.013,33.535,7,7168,5,5120
0.085,21.305,5,5120,5,5120
0.074,34.481,10,10240,6,6144
0.049,54.899,10,10240,7,7168
0.057,14.084,8,8192,5,5120
0.018,65.776,8,8192,8,8192
0.055,14.869,6,6144,10,10240
0.016,82.591,6,6144,7,7168
0.081,35.406,10,10240,8,8192
0.074,55.131,8,8192,10,10240
0.042,34.078,8,8192,7,7168
0.088,11.983,8,8192,5,5120
0.085,61.698,8,8192,8,8192
0.044,17.701,7,7168,9,9216
0.037,81.917,9,9216,10,10240
0.062,57.017,5,5120,10,10240
0.027,63.987,8,8192,7,7168
0.029,58.151,9,9216,6,6144
0.016,46.829,7,7168,9,9216
0.015,41.683,8,8192,7,7168
0.072,17.494,6,6144,9,9216
0.060,22.386,9,9216,8,8192
0.053,53.352,9,9216,8,8192
0.010,65.341,10,10240,8,8192
0.088,49.837,5,5120,7,7168
0.044,57.822,10,10240,5,5120
0.073,72.750,9,9216,6,6144
0.015,48.466,10,10240,10,10240
0.036,65.502,6,6144,9,9216
0.068,37.150,9,9216,8,8192
0.065,29.056,10,10240,8,8192
0.046,22.454,9,9216,8,8192
0.051,71.239,7,7168,7,7168
0.028,18.148,5,5120,7,7168
0.049,74.598,10,10240,5,5120
0.061,27.053,8,8192,8,8192
0.044,34.174,5,5120,5,5120
0.011,18.206,5,5120,7,7168
0.022,12.040,6,6144,8,8192
0.076,36.574,9,9216,5,5120
0.065,44.320,10,10240,7,7168
0.039,73.243,8,8192,9,9216
0.022,55.807,10,10240,6,6144
0.053,22.476,8,8192,9,9216
0.082,83.737,5,5120,8,8192
0.001,39.440,9,9216,6,6144
0.066,32.868,10,10240,10,10240
0.027,84.470,9,9216,6,6144
0.077,20.970,8,8192,5,5120
0.034,43.325,7,7168,6,6144
0.070,49.794,7,7168,5,5120
0.040,61.410,10,10240,6,6144
0.032,77.743,7,7168,10,10240
0.075,31.653,10,10240,6,6144
0.033,27.321,10,10240,5,5120
0.018,70.277,9,9216,5,5120
0.011,19.919,6,6144,6,6144
0.044,19.120,5,5120,7,7168
0.063,10.278,7,7168,8,8192
0.070,27.032,7,7168,6,6144
0.059,26.217,5,5120,10,10240
0.012,31.363,7,7168,10,10240
0.079,39.164,8,8192,8,8192
0.083,29.886,9,9216,7,7168
0.076,49.259,6,6144,7,7168
0.010,10.326,10,10240,7,7168
0.078,55.871,6,6144,10,10240
0.052,70.162,9,9216,6,6144
0.015,76.216,6,6144,9,9216
0.080,77.178,6,6144,8,8192
0.024,41.489,10,10240,9,9216
0.077,11.722,10,10240,8,8192
0.042,22.679,7,7168,10,10240
0.026,15.859,8,8192,9,9216
0.028,37.969,9,9216,9,9216
0.012,28.132,9,9216,9,9216
0.003,86.623,7,7168,7,7168
0.023,17.152,9,9216,6,6144
0.013,28.572,7,7168,8,8192
0.086,41.443,7,7168,5,5120
0.057,67.339,9,9216,6,6144
0.036,26.393,10,10240,8,8192
0.042,67.339,8,8192,8,8192
0.015,56.133,5,5120,9,9216
0.005,19.570,5,5120,6,6144
0.057,32.137,9,9216,7,7168
0.051,54.011,5,5120,6,6144
0.046,40.604,8,8192,8,8192
0.089,47.382,5,5120,7,7168
0.079,82.757,8,8192,8,8192
0.075,42.041,5,5120,10,10240
0.057,57.056,10,10240,5,5120
0.026,86.983,6,6144,9,9216
0.009,63.058,9,9216,5,5120
0.085,41.279,10,10240,7,7168
0.067,21.798,10,10240,6,6144
0.085,65.503,9,9216,8,8192
0.061,75.829,7,7168,7,7168
0.067,68.740,6,6144,6,6144
0.059,74.276,8,8192,7,7168
0.081,52.357,6,6144,6,6144
0.014,44.286,6,6144,5,5120
0.077,52.255,9,9216,8,8192
0.053,11.377,9,9216,5,5120
0.027,57.930,10,10240,10,10240
0.053,20.628,5,5120,5,5120
0.001,46.042,7,7168,8,8192
0.082,71.042,7,7168,5,5120
0.002,72.572,9,9216,7,7168
0.036,32.763,7,7168,7,7168
0.068,23.172,9,9216,6,6144
0.005,85.187,5,5120,9,9216
0.084,38.018,10,10240,5,5120
0.007,38.934,7,7168,8,8192
0.062,24.981,5,5120,10,10240
0.080,53.696,7,7168,7,7168
0.037,32.444,10,10240,5,5120
0.031,9.848,10,10240,10,10240
0.044,53.443,7,7168,9,9216
0.039,53.006,8,8192,6,6144
0.013,28.667,8,8192,7,7168
0.064,10.689,5,5120,8,8192
0.068,31.184,5,5120,7,7168
0.058,37.923,9,9216,5,5120
0.034,62.802,6,6144,7,7168
0.044,66.526,7,7168,10,10240
0.050,54.445,5,5120,9,9216
0.045,13.518,5,5120,8,8192
0.065,25.207,6,6144,10,10240
0.046,58.812,9,9216,8,8192
0.026,20.958,7,7168,9,9216
0.067,78.088,10,10240,5,5120
0.049,14.216,8,8192,10,10240
0.032,58.004,10,10240,9,9216
0.045,87.239,10,10240,10,10240
0.023,77.924,5,5120,5,5120
0.009,35.600,10,10240,5,5120
0.062,19.973,10,10240,10,10240
0.065,66.866,8,8192,9,9216
0.003,86.427,10,10240,10,10240
0.053,48.609,5,5120,10,10240
0.035,72.697,8,8192,6,6144
0.017,70.435,8,8192,5,5120
0.056,10.752,9,9216,9,9216
0.003,15.568,6,6144,5,5120
0.074,73.988,5,5120,10,10240
0.008,60.099,6,6144,8,8192
0.084,60.169,10,10240,10,10240
0.012,34.288,10,10240,10,10240
0.048,72.536,5,5120,6,6144
0.080,72.566,6,6144,10,10240
0.080,79.146,7,7168,5,5120
0.001,45.762,7,7168,10,10240
0.007,9.876,7,7168,5,5120
0.002,57.763,8,8192,8,8192
0.028,10.075,7,7168,10,10240
0.002,80.908,5,5120,7,7168
0.089,88.180,6,6144,6,6144
0.029,50.476,8,8192,8,8192
0.014,36.223,9,9216,7,7168
0.081,38.131,6,6144,7,7168
0.017,51.531,6,6144,10,10240
0.070,89.735,5,5120,10,10240
0.015,76.533,6,6144,7,7168
0.086,54.043,8,8192,9,9216
0.066,67.020,5,5120,5,5120
0.003,46.045,6,6144,9,9216
0.031,85.638,10,10240,5,5120
0.090,64.948,7,7168,10,10240
0.082,25.905,9,9216,6,6144
0.050,28.156,10,10240,7,7168
0.013,40.610,6,6144,10,10240
0.035,60.054,10,10240,6,6144
0.066,20.740,8,8192,6,6144
0.054,74.080,9,9216,6,6144
0.018,69.470,7,7168,5,5120
0.084,35.658,9,9216,10,10240
0.063,24.367,9,9216,6,6144
0.052,80.553,10,10240,8,8192
0.050,30.357,6,6144,6,6144
0.039,15.609,9,9216,10,10240
0.052,65.620,10,10240,5,5120
0.078,76.233,7,7168,5,5120
0.009,60.231,8,8192,7,7168
0.020,28.895,6,6144,9,9216
0.065,45.223,10,10240,9,9216
0.009,86.962,10,10240,6,6144
0.056,11.385,10,10240,6,6144
0.068,77.865,5,5120,10,10240
0.021,57.991,9,9216,10,10240
0.021,66.477,8,8192,6,6144
0.064,59.168,7,7168,8,8192
0.070,55.981,7,7168,10,10240
0.080,58.304,10,10240,9,9216
0.001,52.132,6,6144,5,5120
0.012,60.989,7,7168,7,7168
0.081,85.043,7,7168,10,10240
0.032,33.538,5,5120,9,9216
0.086,54.024,8,8192,10,10240
0.003,10.956,10,10240,10,10240
0.070,62.730,8,8192,10,10240
0.044,78.278,6,6144,7,7168
0.014,48.010,6,6144,9,9216
0.056,76.205,10,10240,10,10240
0.014,82.104,8,8192,7,7168
0.026,9.886,7,7168,6,6144
0.041,27.234,5,5120,10,10240
0.053,33.280,8,8192,7,7168
0.016,30.830,6,6144,7,7168
0.063,49.640,8,8192,8,8192
0.064,75.513,8,8192,6,6144
0.069,86.706,10,10240,10,10240
0.022,48.850,9,9216,10,10240
0.011,57.107,7,7168,9,9216
0.065,32.635,9,9216,10,10240
0.047,37.413,8,8192,5,5120
0.047,15.527,10,10240,10,10240
0.084,86.889,10,10240,9,9216
0.027,70.147,10,10240,7,7168
0.036,50.065,10,10240,9,9216
0.033,76.689,6,6144,5,5120
0.077,25.501,6,6144,8,8192
0.048,25.737,6,6144,9,9216
0.040,53.411,10,10240,8,8192
0.049,30.254,8,8192,5,5120
0.073,22.208,9,9216,6,6144
0.081,51.565,5,5120,9,9216
0.001,77.557,6,6144,10,10240
0.061,77.473,9,9216,5,5120
0.049,78.190,6,6144,9,9216
0.089,29.800,7,7168,8,8192
0.035,86.947,5,5120,7,7168
0.063,73.392,8,8192,7,7168
0.069,29.820,7,7168,10,10240
0.081,13.713,8,8192,9,9216
0.057,38.942,8,8192,6,6144
0.004,80.194,6,6144,10,10240
0.040,88.108,8,8192,8,8192
0.024,57.741,8,8192,7,7168
0.027,54.314,9,9216,5,5120
0.023,41.753,6,6144,8,8192
0.007,34.357,5,5120,7,7168
0.039,32.749,10,10240,10,10240
0.080,69.536,8,8192,6,6144
0.088,21.417,10,10240,5,5120
0.021,13.895,6,6144,9,9216
0.010,24.354,5,5120,6,6144
0.010,32.045,10,10240,5,5120
0.045,55.259,10,10240,5,5120
0.071,38.505,6,6144,10,10240
0.006,55.966,9,9216,9,9216
0.073,34.951,7,7168,7,7168
0.016,48.873,9,9216,8,8192
0.020,55.780,7,7168,7,7168
0.023,49.482,9,9216,9,9216
0.005,74.406,7,7168,10,10240
0.023,42.117,8,8192,7,7168
0.036,32.833,9,9216,7,7168
0.061,38.653,9,9216,6,6144
0.081,23.341,9,9216,5,5120
0.029,76.487,6,6144,5,5120
0.057,57.035,6,6144,7,7168
